Statistic Label,Year,Principal Economic Status,UNIT,VALUE,File_Name,Highest Level of Education Completed,Household Composition,Number of Persons at Work in the Household,Tenure Status,Urban and Rural,Region,Number of People at Work
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
At Risk of Poverty Rate,2020,,%,18.2,SIA68.20221204T051241.csv,,,,,,Northern and Western,
At Risk of Poverty Rate,2020,,%,15.5,SIA68.20221204T051241.csv,,,,,,Southern,
At Risk of Poverty Rate,2020,,%,10.1,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
At Risk of Poverty Rate,2021,,%,18.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
At Risk of Poverty Rate,2021,,%,14.0,SIA68.20221204T051241.csv,,,,,,Southern,
At Risk of Poverty Rate,2021,,%,8.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
At Risk of Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
At Risk of Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Southern,
At Risk of Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Deprivation Rate,2020,,%,11.3,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Deprivation Rate,2020,,%,14.7,SIA68.20221204T051241.csv,,,,,,Southern,
Deprivation Rate,2020,,%,15.1,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Deprivation Rate,2021,,%,10.9,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Deprivation Rate,2021,,%,16.7,SIA68.20221204T051241.csv,,,,,,Southern,
Deprivation Rate,2021,,%,13.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Deprivation Rate,2022,,%,15.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Deprivation Rate,2022,,%,19.6,SIA68.20221204T051241.csv,,,,,,Southern,
Deprivation Rate,2022,,%,16.3,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Consistent Poverty Rate,2020,,%,4.1,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Consistent Poverty Rate,2020,,%,5.1,SIA68.20221204T051241.csv,,,,,,Southern,
Consistent Poverty Rate,2020,,%,4.5,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Consistent Poverty Rate,2021,,%,3.1,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Consistent Poverty Rate,2021,,%,5.8,SIA68.20221204T051241.csv,,,,,,Southern,
Consistent Poverty Rate,2021,,%,3.1,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Consistent Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Consistent Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Southern,
Consistent Poverty Rate,2022,,%,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Profile of the Population,2020,,%,7.0,SIA84.20221204T051214.csv,Primary or below,,,,,,
Profile of the Population,2020,,%,10.0,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Profile of the Population,2020,,%,17.0,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Profile of the Population,2020,,%,7.9,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Profile of the Population,2020,,%,26.9,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Profile of the Population,2020,,%,8.1,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Profile of the Population,2021,,%,7.6,SIA84.20221204T051214.csv,Primary or below,,,,,,
Profile of the Population,2021,,%,12.1,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Profile of the Population,2021,,%,17.5,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Profile of the Population,2021,,%,5.1,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Profile of the Population,2021,,%,25.8,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Profile of the Population,2021,,%,9.2,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Profile of the Population,2022,,%,7.1,SIA84.20221204T051214.csv,Primary or below,,,,,,
Profile of the Population,2022,,%,10.7,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Profile of the Population,2022,,%,18.3,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Profile of the Population,2022,,%,5.7,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Profile of the Population,2022,,%,26.8,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Profile of the Population,2022,,%,9.6,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
At Risk of Poverty,2020,,%,9.6,SIA84.20221204T051214.csv,Primary or below,,,,,,
At Risk of Poverty,2020,,%,14.1,SIA84.20221204T051214.csv,Lower secondary,,,,,,
At Risk of Poverty,2020,,%,19.6,SIA84.20221204T051214.csv,Upper secondary,,,,,,
At Risk of Poverty,2020,,%,6.0,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
At Risk of Poverty,2020,,%,13.0,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
At Risk of Poverty,2020,,%,9.3,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
At Risk of Poverty,2021,,%,16.2,SIA84.20221204T051214.csv,Primary or below,,,,,,
At Risk of Poverty,2021,,%,20.1,SIA84.20221204T051214.csv,Lower secondary,,,,,,
At Risk of Poverty,2021,,%,18.6,SIA84.20221204T051214.csv,Upper secondary,,,,,,
At Risk of Poverty,2021,,%,2.6,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
At Risk of Poverty,2021,,%,9.6,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
At Risk of Poverty,2021,,%,8.2,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Primary or below,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Lower secondary,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Upper secondary,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
At Risk of Poverty,2022,,%,,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Deprivation Rate,2020,,%,10.8,SIA84.20221204T051214.csv,Primary or below,,,,,,
Deprivation Rate,2020,,%,14.0,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Deprivation Rate,2020,,%,17.3,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Deprivation Rate,2020,,%,5.5,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Deprivation Rate,2020,,%,12.9,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Deprivation Rate,2020,,%,9.4,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Deprivation Rate,2021,,%,11.1,SIA84.20221204T051214.csv,Primary or below,,,,,,
Deprivation Rate,2021,,%,18.0,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Deprivation Rate,2021,,%,16.3,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Deprivation Rate,2021,,%,3.4,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Deprivation Rate,2021,,%,12.7,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Deprivation Rate,2021,,%,10.0,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Deprivation Rate,2022,,%,10.3,SIA84.20221204T051214.csv,Primary or below,,,,,,
Deprivation Rate,2022,,%,14.0,SIA84.20221204T051214.csv,Lower secondary,,,,,,
Deprivation Rate,2022,,%,20.7,SIA84.20221204T051214.csv,Upper secondary,,,,,,
Deprivation Rate,2022,,%,5.0,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
Deprivation Rate,2022,,%,11.8,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
Deprivation Rate,2022,,%,12.9,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
In Consistent Poverty,2020,,%,9.0,SIA84.20221204T051214.csv,Primary or below,,,,,,
In Consistent Poverty,2020,,%,14.8,SIA84.20221204T051214.csv,Lower secondary,,,,,,
In Consistent Poverty,2020,,%,19.0,SIA84.20221204T051214.csv,Upper secondary,,,,,,
In Consistent Poverty,2020,,%,4.4,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
In Consistent Poverty,2020,,%,8.8,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
In Consistent Poverty,2020,,%,8.9,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
In Consistent Poverty,2021,,%,16.5,SIA84.20221204T051214.csv,Primary or below,,,,,,
In Consistent Poverty,2021,,%,19.1,SIA84.20221204T051214.csv,Lower secondary,,,,,,
In Consistent Poverty,2021,,%,17.3,SIA84.20221204T051214.csv,Upper secondary,,,,,,
In Consistent Poverty,2021,,%,1.0,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
In Consistent Poverty,2021,,%,8.2,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
In Consistent Poverty,2021,,%,9.0,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Primary or below,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Lower secondary,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Upper secondary,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Third level non-degree,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Third level degree or higher,,,,,,
In Consistent Poverty,2022,,%,,SIA84.20221204T051214.csv,Post leaving certificate,,,,,,
Profile of the Population,2020,,%,4.9,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Profile of the Population,2020,,%,5.5,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Profile of the Population,2020,,%,8.9,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Profile of the Population,2020,,%,11.3,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Profile of the Population,2020,,%,16.5,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Profile of the Population,2020,,%,5.3,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Profile of the Population,2020,,%,30.8,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Profile of the Population,2020,,%,16.9,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Profile of the Population,2021,,%,5.2,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Profile of the Population,2021,,%,5.6,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Profile of the Population,2021,,%,9.1,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Profile of the Population,2021,,%,10.7,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Profile of the Population,2021,,%,17.3,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Profile of the Population,2021,,%,4.7,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Profile of the Population,2021,,%,30.0,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Profile of the Population,2021,,%,17.3,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Profile of the Population,2022,,%,4.8,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Profile of the Population,2022,,%,6.1,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Profile of the Population,2022,,%,9.5,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Profile of the Population,2022,,%,11.0,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Profile of the Population,2022,,%,17.1,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Profile of the Population,2022,,%,5.1,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Profile of the Population,2022,,%,31.2,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Profile of the Population,2022,,%,15.1,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty,2020,,%,7.6,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty,2020,,%,12.0,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty,2020,,%,3.0,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty,2020,,%,7.3,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty,2020,,%,9.7,SIA85.20221204T051238.csv,,3 or more adults,,,,,
At Risk of Poverty,2020,,%,12.4,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty,2020,,%,23.1,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty,2020,,%,25.0,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty,2021,,%,9.5,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty,2021,,%,13.7,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty,2021,,%,6.9,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty,2021,,%,7.6,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty,2021,,%,9.0,SIA85.20221204T051238.csv,,3 or more adults,,,,,
At Risk of Poverty,2021,,%,9.3,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty,2021,,%,23.6,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty,2021,,%,20.4,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,3 or more adults,,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty,2022,,%,,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2020,,%,3.6,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2020,,%,8.4,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2020,,%,4.2,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2020,,%,9.2,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2020,,%,9.0,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Deprivation Rate,2020,,%,16.3,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2020,,%,26.6,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2020,,%,22.6,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2021,,%,4.5,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2021,,%,7.9,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2021,,%,4.5,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2021,,%,11.9,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2021,,%,13.6,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Deprivation Rate,2021,,%,15.4,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2021,,%,23.3,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2021,,%,18.9,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2022,,%,4.4,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2022,,%,8.9,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2022,,%,4.2,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2022,,%,11.7,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2022,,%,10.6,SIA85.20221204T051238.csv,,3 or more adults,,,,,
Deprivation Rate,2022,,%,13.5,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2022,,%,33.3,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2022,,%,13.4,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
In Consistent Poverty,2020,,%,2.3,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
In Consistent Poverty,2020,,%,13.4,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
In Consistent Poverty,2020,,%,0.8,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
In Consistent Poverty,2020,,%,8.5,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
In Consistent Poverty,2020,,%,3.8,SIA85.20221204T051238.csv,,3 or more adults,,,,,
In Consistent Poverty,2020,,%,22.0,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
In Consistent Poverty,2020,,%,19.9,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
In Consistent Poverty,2020,,%,29.3,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
In Consistent Poverty,2021,,%,5.6,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
In Consistent Poverty,2021,,%,15.5,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
In Consistent Poverty,2021,,%,5.2,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
In Consistent Poverty,2021,,%,9.2,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
In Consistent Poverty,2021,,%,9.6,SIA85.20221204T051238.csv,,3 or more adults,,,,,
In Consistent Poverty,2021,,%,15.7,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
In Consistent Poverty,2021,,%,22.4,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
In Consistent Poverty,2021,,%,16.8,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,1 adult aged 65 years and over,,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,1 adult aged less than 65 years,,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, both aged less than 65 years",,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,3 or more adults,,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,"1 adult, with children under 18 years",,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,"2 adults, with 1-3 children under 18 years",,,,,
In Consistent Poverty,2022,,%,,SIA85.20221204T051238.csv,,Other households with children under 18 years,,,,,
Profile of the Population,2020,,%,21.5,SIA86.20221204T051206.csv,,,,,,,No person
Profile of the Population,2020,,%,29.2,SIA86.20221204T051206.csv,,,,,,,1 person
Profile of the Population,2020,,%,38.6,SIA86.20221204T051206.csv,,,,,,,2 persons
Profile of the Population,2020,,%,10.8,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Profile of the Population,2021,,%,22.2,SIA86.20221204T051206.csv,,,,,,,No person
Profile of the Population,2021,,%,29.5,SIA86.20221204T051206.csv,,,,,,,1 person
Profile of the Population,2021,,%,37.6,SIA86.20221204T051206.csv,,,,,,,2 persons
Profile of the Population,2021,,%,10.8,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Profile of the Population,2022,,%,19.1,SIA86.20221204T051206.csv,,,,,,,No person
Profile of the Population,2022,,%,28.6,SIA86.20221204T051206.csv,,,,,,,1 person
Profile of the Population,2022,,%,40.1,SIA86.20221204T051206.csv,,,,,,,2 persons
Profile of the Population,2022,,%,12.2,SIA86.20221204T051206.csv,,,,,,,3 or more persons
At Risk of Poverty,2020,,%,47.8,SIA86.20221204T051206.csv,,,,,,,No person
At Risk of Poverty,2020,,%,34.5,SIA86.20221204T051206.csv,,,,,,,1 person
At Risk of Poverty,2020,,%,14.4,SIA86.20221204T051206.csv,,,,,,,2 persons
At Risk of Poverty,2020,,%,3.3,SIA86.20221204T051206.csv,,,,,,,3 or more persons
At Risk of Poverty,2021,,%,55.1,SIA86.20221204T051206.csv,,,,,,,No person
At Risk of Poverty,2021,,%,31.9,SIA86.20221204T051206.csv,,,,,,,1 person
At Risk of Poverty,2021,,%,9.6,SIA86.20221204T051206.csv,,,,,,,2 persons
At Risk of Poverty,2021,,%,3.4,SIA86.20221204T051206.csv,,,,,,,3 or more persons
At Risk of Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,No person
At Risk of Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,1 person
At Risk of Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,2 persons
At Risk of Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Deprivation Rate,2020,,%,36.6,SIA86.20221204T051206.csv,,,,,,,No person
Deprivation Rate,2020,,%,39.3,SIA86.20221204T051206.csv,,,,,,,1 person
Deprivation Rate,2020,,%,18.2,SIA86.20221204T051206.csv,,,,,,,2 persons
Deprivation Rate,2020,,%,5.8,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Deprivation Rate,2021,,%,45.8,SIA86.20221204T051206.csv,,,,,,,No person
Deprivation Rate,2021,,%,29.3,SIA86.20221204T051206.csv,,,,,,,1 person
Deprivation Rate,2021,,%,20.2,SIA86.20221204T051206.csv,,,,,,,2 persons
Deprivation Rate,2021,,%,4.6,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Deprivation Rate,2022,,%,33.0,SIA86.20221204T051206.csv,,,,,,,No person
Deprivation Rate,2022,,%,38.6,SIA86.20221204T051206.csv,,,,,,,1 person
Deprivation Rate,2022,,%,23.5,SIA86.20221204T051206.csv,,,,,,,2 persons
Deprivation Rate,2022,,%,5.0,SIA86.20221204T051206.csv,,,,,,,3 or more persons
In Consistent Poverty,2020,,%,53.8,SIA86.20221204T051206.csv,,,,,,,No person
In Consistent Poverty,2020,,%,35.7,SIA86.20221204T051206.csv,,,,,,,1 person
In Consistent Poverty,2020,,%,10.5,SIA86.20221204T051206.csv,,,,,,,2 persons
In Consistent Poverty,2020,,%,0.0,SIA86.20221204T051206.csv,,,,,,,3 or more persons
In Consistent Poverty,2021,,%,69.0,SIA86.20221204T051206.csv,,,,,,,No person
In Consistent Poverty,2021,,%,26.2,SIA86.20221204T051206.csv,,,,,,,1 person
In Consistent Poverty,2021,,%,4.8,SIA86.20221204T051206.csv,,,,,,,2 persons
In Consistent Poverty,2021,,%,0.0,SIA86.20221204T051206.csv,,,,,,,3 or more persons
In Consistent Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,No person
In Consistent Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,1 person
In Consistent Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,2 persons
In Consistent Poverty,2022,,%,,SIA86.20221204T051206.csv,,,,,,,3 or more persons
Profile of the Population,2020,,%,69.3,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Profile of the Population,2020,,%,30.7,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Profile of the Population,2021,,%,70.1,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Profile of the Population,2021,,%,29.9,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Profile of the Population,2022,,%,70.2,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Profile of the Population,2022,,%,29.8,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
At Risk of Poverty,2020,,%,40.2,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
At Risk of Poverty,2020,,%,59.8,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
At Risk of Poverty,2021,,%,49.1,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
At Risk of Poverty,2021,,%,50.9,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
At Risk of Poverty,2022,,%,,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
At Risk of Poverty,2022,,%,,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Deprivation Rate,2020,,%,36.0,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Deprivation Rate,2020,,%,64.0,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Deprivation Rate,2021,,%,30.8,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Deprivation Rate,2021,,%,69.2,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Deprivation Rate,2022,,%,40.4,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
Deprivation Rate,2022,,%,59.6,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
In Consistent Poverty,2020,,%,23.2,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
In Consistent Poverty,2020,,%,76.8,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
In Consistent Poverty,2021,,%,26.2,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
In Consistent Poverty,2021,,%,73.8,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
In Consistent Poverty,2022,,%,,SIA87.20221204T051236.csv,,,,Owner-occupied,,,
In Consistent Poverty,2022,,%,,SIA87.20221204T051236.csv,,,,Rented or rent free,,,
Profile of the Population,2020,,%,67.0,SIA871.20221204T051227.csv,,,,,Urban areas,,
Profile of the Population,2020,,%,33.0,SIA871.20221204T051227.csv,,,,,Rural areas,,
Profile of the Population,2021,,%,65.7,SIA871.20221204T051227.csv,,,,,Urban areas,,
Profile of the Population,2021,,%,34.3,SIA871.20221204T051227.csv,,,,,Rural areas,,
Profile of the Population,2022,,%,66.7,SIA871.20221204T051227.csv,,,,,Urban areas,,
Profile of the Population,2022,,%,33.3,SIA871.20221204T051227.csv,,,,,Rural areas,,
At Risk of Poverty,2020,,%,67.4,SIA871.20221204T051227.csv,,,,,Urban areas,,
At Risk of Poverty,2020,,%,32.6,SIA871.20221204T051227.csv,,,,,Rural areas,,
At Risk of Poverty,2021,,%,59.1,SIA871.20221204T051227.csv,,,,,Urban areas,,
At Risk of Poverty,2021,,%,40.9,SIA871.20221204T051227.csv,,,,,Rural areas,,
At Risk of Poverty,2022,,%,,SIA871.20221204T051227.csv,,,,,Urban areas,,
At Risk of Poverty,2022,,%,,SIA871.20221204T051227.csv,,,,,Rural areas,,
